WMIH CORP.,,7,1,14%,,,SEATTLE
WOLVERINE WORLD WIDE INC /DE/,,11,3,27%,Consumer Cyclical,Michigan,ROCKFORD
Woodard & Curran Inc.,,9,2,22%,Industrials,Maine,Portland
Woodward Inc.,,9,1,11%,Industrials,Colorado,FORT COLLINS
Workday Inc.,,9,1,11%,Technology,California,PLEASANTON
WORKIVA INC,,7,0,0%,,,AMES
WORLD ACCEPTANCE CORP,,6,1,17%,,,GREENVILLE
WORLD FUEL SERVICES CORP,,8,0,0%,Energy,Florida,MIAMI
WORLD WRESTLING ENTERTAINMENTINC,,9,3,33%,,,STAMFORD
WORTHINGTON INDUSTRIES INC,,10,2,20%,Basic Materials,Ohio,COLUMBUS
WPX ENERGY INC.,,11,1,9%,Energy,Oklahoma,TULSA
Wright Medical Group N.V.,,8,2,25%,,,AMSTERDAM
WSFS FINANCIAL CORP,,10,2,20%,,,WILMINGTON
WYNDHAM WORLDWIDE CORP,,8,3,38%,Consumer Cyclical,New Jersey,PARSIPPANY
WYNN RESORTS LTD,,10,1,10%,Consumer Cyclical,Nevada,LAS VEGAS
Xactly Corp,,7,2,29%,,,SAN JOSE
XBiotech Inc.,,4,0,0%,,,AUSTIN
XCEL ENERGY INC,,12,3,25%,Utilities,Minnesota,MINNEAPOLIS
Xcerra Corp,,6,0,0%,,,NORWOOD
Xencor Inc,,5,0,0%,,,MONROVIA
Xenia Hotels & Resorts Inc.,,8,2,25%,,,ORLANDO
Xenith Bankshares Inc.,,12,1,8%,Financial Services,Virginia,RICHMOND
XEROX CORP,,11,3,27%,Technology,Connecticut,NORWALK
XILINX INC,,9,1,11%,Technology,California,SAN JOSE
XL GROUP PLC,,11,1,9%,,,HAMILTON
XO GROUP INC.,,8,3,38%,,,NEW YORK
XOMA Corporation,,7,0,0%,Healthcare,California,Berkeley
Xperi Corp,,7,0,0%,,,SAN JOSE
XPO Logistics Inc.,,7,1,14%,Industrials,Connecticut,GREENWICH
Xylem Inc.,,9,1,11%,Industrials,New York,RYE BROOK
YELP INC,,8,2,25%,Technology,California,SAN FRANCISCO
YEXT INC.,,7,1,14%,,,NEW YORK
YORK WATER CO,,10,2,20%,,,YORK
YRC Worldwide Inc.,,10,1,10%,Industrials,Kansas,OVERLAND PARK
YUM BRANDS INC,,10,2,20%,Consumer Cyclical,Kentucky,LOUISVILLE
YUM CHINA HOLDINGS INC.,,10,1,10%,,,SHANGHAI
ZAGG Inc,,5,1,20%,,,MIDVALE
Zayo Group Holdings Inc.,,7,3,43%,,,BOULDER
ZEBRA TECHNOLOGIES CORP,,8,1,13%,Industrials,Illinois,LINCOLNSHIRE
Zendesk Inc.,,7,3,43%,,,SAN FRANCISCO
ZILLOW GROUP INC.,,8,1,13%,Real Estate,Washington,SEATTLE
ZIMMER BIOMET HOLDINGS INC.,,11,2,18%,Healthcare,Indiana,WARSAW
ZIONS BANCORPORATION /UT/,,10,2,20%,Financial Services,Utah,SALT LAKE CITY
ZIOPHARM ONCOLOGY INC,,6,0,0%,,,BOSTON
ZIX CORP,,6,1,17%,,,DALLAS
Zoe's Kitchen Inc.,,6,2,33%,,,PLANO
Zoetis Inc.,,10,1,10%,Healthcare,New Jersey,PARSIPPANY
ZOGENIX INC.,,8,1,13%,,,EMERYVILLE
Zumiez Inc,,9,2,22%,,,LYNNWOOD
ZYNERBA PHARMACEUTICALS INC.,,7,1,14%,,,DEVON
ZYNGA INC,,8,4,50%,Technology,California,SAN FRANCISCO
